This file contains a list of stations that provided input data to the PRISM run that produced the grid associated with this stn.csv file.
Station,Name,Longitude,Latitude,Elevation(m),Network,station_id
"419367","VICTORIA REG",-96.9214,28.8439,32,"COOP","31202"
"419380","VIGO PARK",-101.4964,34.6528,1036,"COOP","31204"
"419711","WHITE RIVER",-101.0925,33.4561,735,"COOP","31247"
"419800","WILLS POINT",-96.0167,32.7000,159,"COOP","31263"
"419916","WRIGHT PATMA",-94.1728,33.3042,76,"COOP","31290"
"420072","ALTA",-111.6369,40.5906,2661,"COOP","31303"
"420074","ALTAMONT",-110.2878,40.3561,1942,"COOP","31304"
"421144","CALLAO",-113.7117,39.8994,1320,"COOP","31391"
"421171","CAPITOL REEF",-111.2622,38.2917,1676,"COOP","31397"
"421446","CITY CREEK W",-111.8314,40.8397,1625,"COOP","31428"
"422057","DEER CREEK D",-111.5286,40.4047,1606,"COOP","31456"
"422101","DESERET",-112.6517,39.2869,1412,"COOP","31460"
"422558","ENTERPRISE",-113.7089,37.5728,1622,"COOP","31494"
"423012","FREMONT INDI",-112.3347,38.5778,1804,"COOP","31530"
"423254","GOBLIN VALLE",-110.7078,38.5778,1521,"COOP","31544"
"423600","HANS FLAT RS",-110.1800,38.2553,2012,"COOP","31571"
"424100","HOVENWEEP NA",-109.0750,37.3858,1588,"COOP","31608"
"424856","LAKETOWN",-111.3208,41.8250,1823,"COOP","31653"
"425182","LOGAN RADIO",-111.8561,41.7353,1381,"COOP","31677"
"425402","MANTI",-111.6306,39.2583,1750,"COOP","31699"
"425406","MANTI RADIO",-111.6583,39.2731,1676,"COOP","31700"
"425477","MARYSVALE",-112.2292,38.4500,1801,"COOP","31703"
"425826","MORGAN POWER",-111.6722,41.0428,1551,"COOP","31728"
"426601","PANGUITCH",-112.4314,37.8233,2015,"COOP","31774"
"426869","PINE VIEW DA",-111.8378,41.2578,1506,"COOP","31801"
"427064","PROVO BYU",-111.6508,40.2458,1393,"COOP","31817"
"427516","ST GEORGE",-113.5611,37.1069,844,"COOP","31845"
"427714","SCIPIO",-112.1067,39.2464,1620,"COOP","31867"
"428771","TOOELE",-112.2972,40.5269,1545,"COOP","31931"
"428978","UTAH TEST RA",-112.9367,41.0497,1353,"COOP","31949"
"429368","WELLINGTON 3",-110.6861,39.5447,1646,"COOP","31974"
"431565","CORINTH",-72.2356,44.0411,337,"COOP","32025"
"434261","JEFFERSONVIL",-72.7878,44.5842,354,"COOP","32059"
"435542","NEWPORT",-72.1911,44.9489,241,"COOP","32081"
"436335","PERU",-72.9000,43.2667,518,"COOP","32092"
"436391","PLAINFIELD",-72.4158,44.2761,244,"COOP","32094"
"436995","RUTLAND",-72.9667,43.6167,189,"COOP","32104"
"437054","SAINT JOHNSB",-72.0194,44.4194,213,"COOP","32108"
"438169","SUTTON",-72.0500,44.6167,457,"COOP","32124"
"439988","WORCESTER 2",-72.5822,44.3758,415,"COOP","32165"
"440079","ALBERTA 5 N",-77.8981,36.9400,115,"COOP","32169"
"440243","APPOMATTOX",-78.8314,37.3558,243,"COOP","32178"
"440551","BEDFORD",-79.5233,37.3475,297,"COOP","32190"
"440766","BLACKSBURG N",-80.4133,37.2017,640,"COOP","32203"
"441082","BROOKNEAL",-78.9517,37.0675,130,"COOP","32217"
"441159","BUENA VISTA",-79.3628,37.7269,253,"COOP","32224"
"441209","BURKES GARDE",-81.3358,37.0925,1006,"COOP","32229"
"441593","CHARLOTTESVI",-78.5231,38.0325,157,"COOP","32244"
"441614","CHATHAM",-79.4106,36.8225,195,"COOP","32248"
"441692","CHRISTIANSBU",-80.4033,37.1278,640,"COOP","32255"
"441955","CONCORD 4 SS",-78.9586,37.2828,243,"COOP","32267"
"441999","COPPER HILL",-80.1422,37.0864,820,"COOP","32269"
"442044","COVINGTON FI",-79.9883,37.8106,375,"COOP","32272"
"442142","CROZIER",-77.8769,37.6664,60,"COOP","32277"
"442790","EMPORIA 1 WN",-77.5597,36.6983,30,"COOP","32314"
"443272","GALAX WATER",-80.9183,36.6542,719,"COOP","32340"
"443310","GATHRIGHT DA",-79.9542,37.9458,539,"COOP","32341"
"443640","GRUNDY",-82.0894,37.2822,357,"COOP","32354"
"444039","HOLCOMB ROCK",-79.2622,37.5039,175,"COOP","32369"
"444148","HUDDLESTON 4",-79.5264,37.1264,319,"COOP","32378"
"444568","KEYSVILLE 2",-78.4697,37.0142,183,"COOP","32394"
"444777","LEBANON",-82.0383,36.9028,583,"COOP","32403"
"444876","LEXINGTON",-79.4136,37.7950,343,"COOP","32409"
"444909","LINCOLN",-77.6928,39.0878,152,"COOP","32411"
"445096","LURAY 5 E",-78.3728,38.6661,427,"COOP","32414"
"445204","MANASSAS",-77.4925,38.7339,75,"COOP","32422"
"445300","MARTINSVILLE",-79.8650,36.7056,232,"COOP","32429"
"445453","MEADOWS OF D",-80.4481,36.6667,678,"COOP","32438"
"445595","MILLGAP 2 NN",-79.7264,38.3569,768,"COOP","32442"
"446012","NEW CASTLE",-80.1242,37.5150,405,"COOP","32466"
"446593","PEDLAR DAM",-79.2792,37.6708,308,"COOP","32497"
"446955","PULASKI",-80.7842,37.0556,564,"COOP","32512"
"447174","RICHLANDS",-81.7936,37.0947,582,"COOP","32525"
"447278","ROANOKE 8 N",-79.9592,37.3617,363,"COOP","32534"
"447338","ROCKY MOUNT",-79.8961,36.9769,305,"COOP","32539"
"447506","SALTVILLE 1",-81.7711,36.8894,528,"COOP","32547"
"447925","SOUTH BOSTON",-78.8808,36.6956,104,"COOP","32558"
"448022","STAFFORDSVIL",-80.7131,37.2714,594,"COOP","32566"
"448062","STAUNTON SEW",-79.0903,38.1814,500,"COOP","32570"
"448084","STERLING RCS",-77.4767,38.9761,85,"COOP","32572"
"448170","STUART",-80.2514,36.6364,419,"COOP","32577"
"448737","VIENNA",-77.2664,38.9000,127,"COOP","32600"
"449025","WEST POINT 2",-76.8000,37.5658,1,"COOP","32627"
"449181","WINCHESTER",-78.1514,39.1881,219,"COOP","32637"
"449272","WOOLWINE 4 S",-80.2689,36.7817,463,"COOP","32643"
"449301","WYTHEVILLE 1",-81.0942,36.9317,640,"COOP","32644"
"450872","BREMERTON",-122.6828,47.5689,34,"COOP","32708"
"451679","CONCRETE PPL",-121.7431,48.5389,59,"COOP","32784"
"451767","COULEE DAM 1",-119.0050,47.9506,518,"COOP","32799"
"451939","CUSHMAN POWE",-123.1600,47.3706,6,"COOP","32806"
"452157","DIABLO DAM",-121.1431,48.7142,272,"COOP","32823"
"452384","EASTON",-121.1869,47.2422,661,"COOP","32836"
"452914","FORKS 1 E",-124.3539,47.9558,107,"COOP","32865"
"453222","GOLDENDALE",-120.8225,45.8214,505,"COOP","32881"
"453730","HOLDEN VILLA",-120.7792,48.1950,981,"COOP","32915"
"453826","HUMPTULIPS S",-123.9897,47.2344,43,"COOP","32919"
"455110","MAYFIELD POW",-122.5939,46.5044,85,"COOP","33018"
"455387","MILL CREEK D",-118.2739,46.0761,358,"COOP","33035"
"455946","NORTHPORT",-117.7936,48.9081,411,"COOP","33090"
"456039","ODESSA",-118.6997,47.3286,466,"COOP","33094"
"457773","SNOQUALMIE F",-121.8361,47.5414,134,"COOP","33247"
"458715","UPPER BAKER",-121.6931,48.6525,210,"COOP","33320"
"459074","WENATCHEE",-120.3150,47.4247,195,"COOP","33345"
"459376","WINTHROP 1 W",-120.1936,48.4539,535,"COOP","33369"
"460102","ALDERSON",-80.6592,37.7272,469,"COOP","33389"
"460527","BAYARD",-79.3644,39.2736,724,"COOP","33401"
"460580","BECKLEY VA H",-81.1944,37.7653,710,"COOP","33405"
"460925","BLUEFIELD",-81.2092,37.2617,863,"COOP","33428"
"460939","BLUESTONE LA",-80.8831,37.6411,424,"COOP","33430"
"461215","BUCKEYE",-80.1333,38.1833,655,"COOP","33439"
"461220","BUCKHANNON",-80.2206,38.9800,443,"COOP","33441"
"462211","DAVIS 3 SE",-79.4319,39.0983,1163,"COOP","33485"
"463544","GLENVILLE",-80.8325,38.9339,216,"COOP","33526"
"464840","KEYSER 2 SSW",-79.0050,39.4206,274,"COOP","33588"
"465002","LAKE LYNN",-79.8561,39.7200,274,"COOP","33595"
"465224","LEWISBURG 3",-80.4025,37.8564,702,"COOP","33600"
"465353","LOGAN",-81.9961,37.8611,195,"COOP","33606"
"465563","MADISON 3 NN",-81.8464,38.1025,216,"COOP","33617"
"465706","MARTINSBURG",-77.9669,39.4658,165,"COOP","33625"
"466212","MORGANTOWN L",-79.9667,39.6167,251,"COOP","33645"
"466284","MOUNT NEBO 1",-80.8489,38.1889,594,"COOP","33649"
"466442","NEW CUMBERLA",-80.6275,40.5261,206,"COOP","33658"
"467207","PRINCETON",-81.0822,37.3842,722,"COOP","33699"
"467649","ROCK CAVE 2",-80.3147,38.8572,532,"COOP","33726"
"467918","SANDYVILLE 9",-81.5661,38.9819,195,"COOP","33745"
"468308","SNOWSHOE",-79.9972,38.4122,1452,"COOP","33760"
"468522","STONEWALL JA",-80.4744,39.0044,326,"COOP","33769"
"468777","TERRA ALTA N",-79.5469,39.4467,802,"COOP","33783"
"468986","TYGART DAM",-80.0300,39.3139,366,"COOP","33792"
"469522","WHITE SULPHU",-80.3083,37.7889,585,"COOP","33825"
"470045","AFTON",-89.0644,42.6475,226,"COOP","33838"
"470124","ALMA DAM 4",-91.9194,44.3272,204,"COOP","33841"
"470265","APPLETON",-88.3644,44.2511,229,"COOP","33846"
"470308","ARLINGTON UN",-89.3269,43.3008,329,"COOP","33851"
"470696","BELOIT",-89.0311,42.5039,238,"COOP","33866"
"470742","BERLIN WWTP",-88.9411,43.9900,233,"COOP","33869"
"470904","BLOOMER",-91.4886,45.0956,299,"COOP","33879"
"471062","BROOKFIELD",-88.1775,43.0517,251,"COOP","33886"
"471064","BRILLION",-88.0803,44.1617,247,"COOP","33887"
"471078","BRODHEAD",-89.3861,42.6181,241,"COOP","33888"
"471205","BURLINGTON",-88.2544,42.6506,229,"COOP","33895"
"471568","CHILTON",-88.1469,44.0328,256,"COOP","33914"
"471605","CITY OF SHEB",-87.7089,43.7186,185,"COOP","33918"
"471847","COUDERAY 7 W",-91.4594,45.8003,396,"COOP","33928"
"472055","DENMARK WWTP",-87.8119,44.3514,250,"COOP","33940"
"472425","EAU CLAIRE 3",-91.5164,44.7878,268,"COOP","33953"
"472447","EAU PLEINE R",-89.7567,44.7247,347,"COOP","33956"
"472869","FORT ATKINSO",-88.8589,42.9050,244,"COOP","33972"
"472973","FRIENDSHIP 3",-89.7628,43.9661,303,"COOP","33979"
"473038","GENOA DAM 8",-91.2308,43.5694,195,"COOP","33984"
"473116","GIBBSVILLE",-87.8117,43.6561,222,"COOP","33988"
"473198","GRAFTON WWTP",-87.9553,43.3081,226,"COOP","33993"
"473268","GREEN BAY WF",-88.1108,44.4978,213,"COOP","33999"
"473391","HALES CORNER",-88.0300,42.9369,219,"COOP","34007"
"473453","HARTFORD 2 W",-88.4114,43.3311,299,"COOP","34009"
"473636","HILES",-88.9603,45.6811,498,"COOP","34014"
"473756","HORICON",-88.6325,43.4406,268,"COOP","34022"
"474027","JIM FALLS 3",-91.3333,45.0667,323,"COOP","34031"
"474108","JEFFERSON WW",-88.8042,42.9944,240,"COOP","34034"
"474195","KEWAUNEE",-87.5050,44.4628,179,"COOP","34040"
"474366","LA CROSSE 4",-91.2725,43.8669,201,"COOP","34044"
"474383","LAC VIEUX DE",-89.1186,46.1206,515,"COOP","34050"
"474404","LA FARGE",-90.6417,43.5753,247,"COOP","34053"
"474790","LODI",-89.5311,43.3217,251,"COOP","34065"
"474894","LUCK",-92.4850,45.5733,372,"COOP","34069"
"474937","LYNXVILLE DA",-91.0992,43.2111,193,"COOP","34070"
"474953","MADELINE ISL",-90.7667,46.7833,201,"COOP","34072"
"475017","MANITOWOC",-87.6953,44.0742,201,"COOP","34076"
"475091","MARINETTE",-87.6292,45.0908,186,"COOP","34079"
"475120","MARSHFIELD E",-90.1314,44.6322,381,"COOP","34081"
"475178","MAUSTON 1 SE",-90.0597,43.7900,264,"COOP","34084"
"475255","MEDFORD",-90.3439,45.1308,448,"COOP","34087"
"475364","MERRILL",-89.6614,45.1706,382,"COOP","34094"
"475516","MINOCQUA DAM",-89.7281,45.8753,482,"COOP","34106"
"475581","MONTELLO",-89.3169,43.7806,240,"COOP","34111"
"475674","MT HOREB",-89.7417,42.9878,314,"COOP","34113"
"475932","NEW LONDON",-88.7172,44.3506,245,"COOP","34121"
"476200","OCONOMOWOC",-88.5036,43.1003,261,"COOP","34124"
"476420","PELL LAKE",-88.3328,42.5322,256,"COOP","34135"
"476510","PESHTIGO",-87.7342,45.0203,183,"COOP","34137"
"476718","PORTAGE",-89.4342,43.5278,236,"COOP","34146"
"476827","PRAIRIE DU C",-91.1350,43.0514,201,"COOP","34152"
"476874","PULASKI WWTP",-88.2283,44.6772,243,"COOP","34157"
"476922","RACINE",-87.7861,42.7022,181,"COOP","34158"
"477092","REST LAKE",-89.8761,46.1208,491,"COOP","34164"
"477113","RHINELANDER",-89.4228,45.6217,482,"COOP","34165"
"477118","RHINELANDER",-89.4089,45.6211,491,"COOP","34167"
"477148","RICHFIELD 3",-88.2092,43.2111,300,"COOP","34172"
"477480","ST GERMAIN 2",-89.4358,45.9072,501,"COOP","34187"
"477576","SAUK CITY WW",-89.7350,43.2619,227,"COOP","34188"
"477581","SAUKVILLE WW",-87.9403,43.3750,230,"COOP","34189"
"477796","SLINGER WWTP",-88.2978,43.3339,314,"COOP","34200"
"477964","SOUTH MILWAU",-87.8494,42.9011,198,"COOP","34206"
"477997","SPARTA",-90.8164,43.9364,238,"COOP","34208"
"478164","STEUBEN 4 SE",-90.8372,43.1342,309,"COOP","34216"
"478171","STEVENS POIN",-89.5856,44.5103,329,"COOP","34217"
"478229","STOUGHTON",-89.2133,42.9108,256,"COOP","34219"
"478324","SUMMIT LAKE",-89.1942,45.3783,528,"COOP","34226"
"478349","SUPERIOR",-92.0167,46.7000,192,"COOP","34229"
"478723","UNION GROVE",-88.0336,42.6903,223,"COOP","34244"
"478905","WASHINGTON I",-86.9106,45.3858,218,"COOP","34250"
"478910","WATERLOO",-88.9842,43.1875,245,"COOP","34251"
"478919","WATERTOWN",-88.7364,43.1742,251,"COOP","34252"
"478987","WAUTOMA-SILV",-89.2433,44.0411,265,"COOP","34263"
"479052","WEST BEND PU",-88.1939,43.4106,299,"COOP","34267"
"479053","WEST BEND FI",-88.1606,43.4319,273,"COOP","34268"
"479176","WHITE LAKE 3",-88.7344,45.1817,392,"COOP","34276"
"479345","WISC RAPIDS",-89.8294,44.3917,305,"COOP","34286"
"480027","AFTON",-110.9342,42.7314,1893,"COOP","34288"
"480603","BEDFORD 3 SE",-110.9075,42.8733,1958,"COOP","34326"
"480680","BIG HORN",-106.9961,44.6808,1234,"COOP","34333"
"480951","BOULDER REAR",-109.6903,42.7158,2132,"COOP","34357"
"481131","BUCKBOARD MA",-109.5967,41.2469,1853,"COOP","34361"
"481165","BUFFALO",-106.7208,44.3450,1423,"COOP","34365"
"481676","CHEYENNE WFO",-104.8056,41.1522,1871,"COOP","34390"
"481775","CLARK 3 NE",-109.1400,44.9375,1247,"COOP","34404"
"484065","GREEN RIVER",-109.4767,41.5314,1852,"COOP","34512"
"484910","JACKSON",-110.7594,43.4836,1899,"COOP","34547"
"485392","LANDER 1 N",-108.7406,42.8447,1622,"COOP","34592"
"485417","LARAMIE 4 SE",-105.5319,41.2847,2252,"COOP","34602"
"485435","LARAMIE 2 NW",-105.6069,41.3408,2193,"COOP","34605"
"485839","LYMAN HWY DE",-110.2831,41.3303,2014,"COOP","34630"
"486440","MORAN 5 WNW",-110.5889,43.8567,2072,"COOP","34659"
"487031","PAHASKA",-109.9639,44.5036,2041,"COOP","34690"
"487375","POWDER RIVER",-106.9886,43.0358,1736,"COOP","34715"
"487760","RIVERTON",-108.3742,43.0308,1510,"COOP","34734"
"487995","SARATOGA 4 N",-106.7889,41.5047,2073,"COOP","34758"
"488705","SUNDANCE",-104.3742,44.4067,1448,"COOP","34801"
"488758","SUNSHINE 3 N",-108.9547,44.0761,1901,"COOP","34806"
"488858","TEN SLEEP 16",-107.3650,43.8111,1426,"COOP","34822"
"488884","THERMOPOLIS",-108.1369,43.7528,1307,"COOP","34829"
"488997","TORRINGTON 2",-104.1564,42.4881,1481,"COOP","34838"
"489025","TOWER FALLS",-110.4203,44.9167,1910,"COOP","34841"
"489902","YELLOWSTONE",-110.0039,44.4886,2119,"COOP","34883"
"AACO1","ALLIANCE",-81.1000,40.9167,-9999,"HYD","37448"
"AACT2","3616 SOUTH 1",-97.7686,30.2303,-9999,"HYD","37449"
"AAFT2","SEMINARY RID",-97.8211,30.1953,-9999,"HYD","37457"
"AALT2","OAK HILL VFD",-97.9194,30.2517,-9999,"HYD","37469"
"AANG1","ATLANTA",-84.4078,33.8194,233,"HYD","37475"
"AAOT2","1301 WEST OL",-97.7694,30.2442,-9999,"HYD","37478"
"AAPT2","ESCARPMENT",-97.8797,30.1964,-9999,"HYD","37481"
"AART2","EAST RIVERSI",-97.6792,30.2325,-9999,"HYD","37483"
"AASO2","LITTLE WASHI",-97.9583,34.8431,397,"HYD","37486"
"AATT2","SOUTH IH 35",-97.7469,30.2175,-9999,"HYD","37492"
"AAWT2","WESTLAKE HIG",-97.8125,30.2778,-9999,"HYD","37497"
"ABAC1","ARROYO DEL H",-122.1783,37.9767,244,"HYD","37502"
"ABCC1","BACK CANYON",-118.3603,35.3094,1064,"HYD","37522"
"ABDV2","ABINGDON",-81.9833,36.6833,-9999,"HYD","37536"
"ABNS2","ABERDEEN 35W",-99.1295,45.7114,606,"HYD","37589"
"ABSO2","FORT COBB MI",-98.4371,35.2830,456,"HYD","37623"
"ABUT2","BULL CREEK A",-97.7850,30.3719,-9999,"HYD","37632"
"ACCA3","ARROYO CHICO",-110.9480,32.2164,740,"HYD","37656"
"ACDG1","ARCADE 3S",-83.5633,34.0317,200,"HYD","37663"
"ACLC2","HORSE CREEK",-103.3544,38.0847,1212,"HYD","37697"
"ACLN2","ASH CYN CK",-119.8047,39.1764,1549,"HYD","37698"
"ACMC1","ARROYO CORTE",-122.5350,37.8983,1,"HYD","37700"
"ACPA3","AC PARK",-110.7294,32.2822,849,"HYD","37714"
"ACRG1","ABERCORN CRE",-81.1783,32.2556,-9999,"HYD","37720"
"ACST1","SYCAMORE CRE",-87.0500,36.3167,122,"HYD","37730"
"ACYG1","COVINGTON",-83.7792,33.6400,197,"HYD","37753"
"ADEO1","ANDOVER",-80.5667,41.6500,-9999,"HYD","37790"
"ADET2","DRY EAST CRE",-97.6492,30.1328,148,"HYD","37792"
"ADRC1","AUBURN DAM R",-121.0450,38.8819,366,"HYD","37840"
"ADSI2","WWTP",-87.9750,41.9217,-9999,"HYD","37854"
"AFAT2","FLORAL PARK",-97.7542,30.4072,-9999,"HYD","37900"
"AFHA3","AGUA FRIA BL",-112.2375,34.4852,1341,"HYD","37919"
"AFMA3","AGUA FRIA RI",-112.0667,34.3167,1047,"HYD","37933"
"AFRA3","AGUA FRIA RI",-112.1667,34.0167,549,"HYD","37949"
"AGAC1","ST. MARY S C",-122.1067,37.8417,189,"HYD","37974"
"AGAC2","AGATE",-103.9422,39.4603,1695,"HYD","37975"
"AGBC1","ARCADE CREEK",-121.3253,38.6811,34,"HYD","37984"
"AGPC2","CO AKRON A 4",-103.1417,40.1551,1385,"HYD","38026"
"AGSO2","LITTLE WASHI",-97.9172,34.8789,388,"HYD","38042"
"AGWC1","A.G.WISHON P",-119.5050,37.1511,305,"HYD","38056"
"AHCG1","ATHENS 12S",-83.3933,33.7883,-9999,"HYD","38067"
"AKEC1","OREJANO CANY",-118.5672,35.2581,780,"HYD","38158"
"AKLN6","LAKE",-77.7167,42.4000,-9999,"HYD","38171"
"ALDA3","ALDER CANYON",-110.6458,32.4808,1213,"HYD","38263"
"ALDP1","W BR LACKEWA",-75.3667,41.6667,379,"HYD","38273"
"ALGN7","ALEXANDER GR",-80.8328,35.1669,-9999,"HYD","38308"
"ALIT2","500 WEST KOE",-97.7225,30.3289,-9999,"HYD","38324"
"ALLA4","WHITE RIVER",-92.1142,35.9392,-9999,"HYD","38338"
"ALMA3","ALAMO DAM",-113.6167,34.2167,377,"HYD","38360"
"ALMN2","ALUM CK ALER",-119.8725,39.4647,1878,"HYD","38376"
"ALMT2","BERKMAN DRIV",-97.6936,30.3117,-9999,"HYD","38384"
"ALNT2","CHOCOLATE BA",-95.3206,29.3692,8,"HYD","38402"
"ALQT2","2600 WEBBERV",-97.7122,30.2636,-9999,"HYD","38430"
"ALTI2","POOL",-90.1500,38.8667,-9999,"HYD","38466"
"ALVK2","ALVATON",-86.3833,36.9000,152,"HYD","38492"
"ALXT2","CANYON VISTA",-97.7850,30.4267,-9999,"HYD","38516"
"ALYT2","RIVERPLACE/2",-97.8444,30.3947,-9999,"HYD","38527"
"ALZO1","ALEXANDRIA",-82.6100,40.0867,-9999,"HYD","38531"
"AMAT2","HWY 87/287 B",-101.8792,35.4703,911,"HYD","38541"
"AMHA3","AL MARAH",-110.8019,32.2800,776,"HYD","38582"
"AMHT2","MAHA CREEK",-97.6933,30.0828,188,"HYD","38585"
"AMSO2","LITTLE WASHI",-98.0231,34.8853,358,"HYD","38629"
"ANDC1","ANDERSON RSV",-121.6283,37.1656,197,"HYD","38678"
"ANDO2","ANADARKO",-98.2431,35.0850,351,"HYD","38689"
"ANFN5","NORTH FLOODW",-106.5981,35.1994,1529,"HYD","38703"
"ANPC1","ANDERSON PEA",-121.6466,36.1845,1027,"HYD","38754"
"ANSI4","ANAMOSA",-91.2833,42.1000,233,"HYD","38771"
"ANTC1","ANTELOPE LAK",-120.6069,40.1800,1512,"HYD","38783"
"ANTT1","MILL CREEK",-86.6833,36.0833,144,"HYD","38798"
"AOST2","ANTON 6S",-102.1908,33.7253,1038,"HYD","38826"
"APAC1","APACHE CANYO",-119.3333,34.7667,1345,"HYD","38828"
"APHG1","ALPHARETTA",-84.2694,34.0506,293,"HYD","38865"
"APLA4","FOURCHE LAFA",-92.9833,34.9500,95,"HYD","38876"
"APNC1","ALPINE FROST",-121.4167,38.4586,7,"HYD","38893"
"APSN7","SWIFT CREEK",-78.7525,35.7186,86,"HYD","38915"
"APTA4","BUFFALO RIVE",-93.1383,36.0608,244,"HYD","38919"
"AQAT2","AQUILLA CREE",-97.2028,31.8953,146,"HYD","38938"
"AQCT2","LAKE AUSTIN",-97.9275,30.3281,-9999,"HYD","38940"
"ARAA3","ARIVACA NR A",-111.3403,31.6056,1227,"HYD","38957"
"ARAT2","SILVERMINE D",-97.8892,30.2456,-9999,"HYD","38967"
"ARBT2","METRO CENTER",-97.6942,30.2136,-9999,"HYD","38985"
"ARCG1","ARMUCHEE",-85.1403,34.3608,180,"HYD","38991"
"ARCT2","RED RIVER",-95.5022,33.8756,130,"HYD","39004"
"ARFT2","2700 SLAUGHT",-97.8378,30.1756,-9999,"HYD","39029"
"ARIT2","5490 EAST WI",-97.7453,30.1781,-9999,"HYD","39057"
"ARJT2","HORNSBY BEND",-97.6097,30.2192,-9999,"HYD","39064"
"ARKN7","ELON RECREAT",-80.8389,35.0194,60,"HYD","39073"
"AROC1","CHITTENDEN P",-121.5967,36.9003,25,"HYD","39117"
"ARST2","ABERNATHY 5N",-101.7569,33.8753,1016,"HYD","39150"
"ARVA3","ARAVAIPA CRE",-110.6186,32.8436,716,"HYD","39170"
"ARX","LA CROSSE WI",-91.1919,43.8228,1276,"HYD","39185"
"ASFA3","ASH FORK PRE",-112.7083,35.4166,1768,"HYD","39224"
"ASMC1","SIMI SANITAT",-118.8109,34.2840,201,"HYD","39280"
"ASPF1","FORT LONESOM",-82.0742,27.7294,-9999,"HYD","39298"
"ASST2","ASPERMONT 3N",-100.1961,33.1681,531,"HYD","39311"
"ASTG1","AUSTELL 6S",-84.6150,33.7208,226,"HYD","39316"
"ASZM7","SALT RIVER",-91.2000,39.5167,-9999,"HYD","39344"
"ATHC1","LIME KILN CA",-118.4475,35.0903,1460,"HYD","39382"
"ATKG1","ATKINSON 1WS",-81.8675,31.2211,5,"HYD","39400"
"ATPG1","USGS 0232934",-84.4969,30.7356,50,"HYD","39448"
"ATST2","AMHERST 1NE",-102.4044,34.0217,1112,"HYD","39468"
"ATWC1","ATWELL CAMP",-118.6311,36.4639,1951,"HYD","39475"
"AUSG1","AUSTELL 3SSE",-84.6147,33.7728,261,"HYD","39545"
"AUTT2","AUSTIN",-97.9642,30.3664,-9999,"HYD","39555"
"AVLP1","AVELLA",-80.4606,40.2761,277,"HYD","39597"
"AVTO2","BIRD CREEK A",-96.0600,36.4850,198,"HYD","39623"
"AWAT2","HWY 1826",-97.9031,30.2092,-9999,"HYD","39630"
"AWGT2","FOSTER",-97.7389,30.3578,-9999,"HYD","39646"
"AWHT2","WOODHOLLOW",-97.7492,30.3608,-9999,"HYD","39649"
"AWIT2","MOPAC/183",-97.7356,30.3817,-9999,"HYD","39651"
"AWLT2","BARTON CREEK",-97.8525,30.2964,-9999,"HYD","39656"
"AWPT2","EAST 12TH ST",-97.7350,30.2722,-9999,"HYD","39667"
"AWWT2","OAK SPRING",-97.6917,30.2736,-9999,"HYD","39680"
"AWYT2","5300 MANOR R",-97.6853,30.3000,-9999,"HYD","39684"
"AWZT2","1650 WEBBERV",-97.6783,30.2806,-9999,"HYD","39685"
"AZAT2","LAKECREEK PA",-97.7847,30.4683,-9999,"HYD","39714"
"AZGT2","BLUE GOOSE",-97.6294,30.3494,-9999,"HYD","39725"
"AZJT2","OAK CREEK DR",-97.7122,30.4300,-9999,"HYD","39728"
"AZKT2","DUVAL/MOPAC",-97.7200,30.4106,-9999,"HYD","39730"
"AZMT2","DUVAL FD",-97.7422,30.4181,-9999,"HYD","39732"
"AZOT2","CORPUS CHRIS",-97.7444,30.4450,-9999,"HYD","39735"
"AZPT2","EAST RUNDBER",-97.6775,30.3528,-9999,"HYD","39736"
"AZQT2","LOYOLA",-97.6742,30.3150,-9999,"HYD","39737"
"AZTT2","CAMERON",-97.6792,30.3428,-9999,"HYD","39746"
"AZVT2","PARKFIELD",-97.7069,30.3653,-9999,"HYD","39749"
"AZWT2","GOLDEN MEADO",-97.7106,30.3803,-9999,"HYD","39750"
"AZYT2","WEST 12TH ST",-97.7500,30.2764,-9999,"HYD","39752"
"BABA3","BABOCOMARI R",-110.2264,31.7003,1168,"HYD","39761"
"BADC1","CAMP ROBERTS",-120.7539,35.7944,228,"HYD","39783"
"BAGA3","BAGDAD",-113.2028,34.5983,1143,"HYD","39803"
"BAKN7","BAKERSVILLE",-82.2986,36.0464,640,"HYD","39832"
"BALC1","BALD MOUNTAI",-121.5164,37.5797,873,"HYD","39835"
"BALG1","BALL GROUND",-84.4033,34.3106,280,"HYD","39838"
"BAMC1","BALD MOUNTAI",-120.2833,35.1667,457,"HYD","39857"
"BASC1","CRANE VALLEY",-119.5261,37.2911,1037,"HYD","39919"
"BAST2","AUSTIN",-97.7457,30.4698,260,"HYD","39929"
"BATC1","BATES RIDGE",-119.9167,34.9167,1561,"HYD","39933"
"BBCT2","FULSHEAR BUF",-95.7697,29.7200,-9999,"HYD","40010"
"BBGL1","BLACK BAYOU",-90.8772,30.2403,0,"HYD","40023"
"BBRL1","BAYOU FOUNTA",-91.1081,30.3503,-9999,"HYD","40071"
"BBRN7","WELL AT PIED",-80.6072,35.6825,207,"HYD","40076"
"BBRO1","PAINT CREEK",-83.3500,39.2500,-9999,"HYD","40077"
"BBSO2","BROKEN BOW 7",-94.6244,34.0433,113,"HYD","40088"
